과제번호,source,신약구분,질환,표적,모달리티_대분류,모달리티,개발단계,보유기관,적응증,약물,현재상태,시작일,1차완료예정,등록목표,성공가능성_pct,성공가능성_근거,과제명
RS-2023-00282595,KDDF,,면역,Integrin αvβ3/Siglec.15,바이오/첨단,Antibody,비임상,주식회사 메드팩토,Rheumatoid Arthritis,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",뼈손실과 관절 염증을 이중 제어하는 혁신적인 치료제 개발
RS-2023-00258738,KDDF,,면역,TSLP/TSLPR,합성/저분자,Small molecules,비임상,(주)앰틱스바이오,Atopic dermatitis,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",TSLP 신호전달 조절을 통한 신규 아토피 피부염 국소치료제 개발
RS-2023-00258617,KDDF,,면역,Gut (Gut.joint axis,바이오/첨단,Other-Bio.,비임상,비피도,Rheumatoid Arthritis,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",면역조절 기반 류마티스관절염 생균치료제 BFD1R 개발
RS-2023-00217346,KDDF,,면역,S1P1,합성/저분자,Small molecules,비임상,주식회사 큐어버스,Multiple Sclerosis,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",심장 부작용 한계를 극복한 편향적 신호 조절 기반 3세대 다발성 경화증 치료 후보물질의 비임상시험 완료 및 임상 IND 진입
RS-2023-00217138,KDDF,,면역,VIP,바이오/첨단,Other-Bio.,비임상,리비옴,Ulcerative colitis,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",유전자재조합미생물 Toolbox 기반 염증성장질환 타겟 미생물유전자치료제의 비임상 개발
RS-2022-00165759,KDDF,,면역,AhR,합성/저분자,Small molecules,비임상,파렌키마바이오텍 주식회사,Crohn's disease,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",AHR-표적 염증성장질환 신약 후보물질 PB542의 비임상 시험완료 및 IND신청
HN22C0229,KDDF,,면역,"OX40L, TNF-α",바이오/첨단,Antibody,비임상,(주)아이엠바이오로직스,"Rheumatoid Arthritis, Autoimmune Disease",,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",다중면역조절기능의 자가면역질환 치료용 혁신 항체의약품 개발
HN21C0947,KDDF,,면역,ROS,합성/저분자,Others-Synth.,비임상,주식회사 빌릭스,Ischemia reperfusion injury,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",빌리루빈 나노입자(Brixelle) 를 활용한 허혈성 재관류 손상 치료제(IRI) 비임상 시험
HN21C0649,KDDF,,면역,C5,바이오/첨단,Antibody,비임상,이뮨앱스,Paroxysmal nocturnal hemoglobinuria,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",발작성 야간 혈색소뇨증 치료를 위한 보체 C5 억제 치료용 항체의 개발
HN21C0604,KDDF,,면역,PYGL,합성/저분자,Small molecules,비임상,(주) 이노보테라퓨틱스,Ulcerative colitis,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",면역세포 및 장상피세포의 포도당 대사를 조절을 통한 궤양성 대장염 치료제 개발
RS-2025-02213024,KDDF,,면역,"Axl, Mer, CSF1R",합성/저분자,Small molecules,임상1상,주식회사 큐리언트,cGVHD,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),"Axl, Mer, CSF1R 억제제 Q702의 cGVHD 임상 1상 개발"
RS-2023-00258444,KDDF,,면역,Human Complement C5,바이오/첨단,Antibody,임상1상,이뮨앱스,Autoimmune diseases,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),중증 자가면역질환 치료제 개발을 위한 보체 C5 억제 치료용 항체의 미국 임상 1상 연구
RS-2022-00166802,KDDF,,면역,PYGL,합성/저분자,Small molecules,임상1상,(주) 이노보테라퓨틱스,Ulcerative Colitis,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),면역세포 및 장상피세포의 포도당 대사의 조절을 통한 궤양성 대장염 치료제 개발
HN21C1061,KDDF,,면역,FPR2,바이오/첨단,rProtein,임상1상,(주)노바셀테크놀로지,Atopic dermatitis,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),FPR2-선택적 펩타이드 리간드를 이용한 아토피 피부염 혁신신약 외용제 임상개발
RS-2025-25454812,KDDF,,신경,"SMN2, SMN1",바이오/첨단,Gene & Nucleic acids,발굴,주식회사 진코어,SMA,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",TaRGET system 기반 SMA 유전자치료제 개발
RS-2025-25453059,KDDF,,신경,TDP43,합성/저분자,Small molecules,발굴,한국과학기술연구원,ALS,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",ALS 근원적 치료를 위한 TDP43 표적 제어 유효/선도물질 도출
RS-2025-02213662,KDDF,,신경,Rheb,합성/저분자,Small molecules,발굴,(재)대구경북첨단의료산업진흥재단,Tuberous Sclerosis,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",Rheb GTPase를 타깃으로 하는 first-in-class 결절성경화증 뇌질환 치료제 개발
RS-2023-00283494,KDDF,,신경,PIP5Kγ,합성/저분자,Small molecules,발굴,(재)대구경북첨단의료산업진흥재단,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",PIP5Kγ 활성 저해 기반 파킨슨병 치료제 선도물질 도출
RS-2023-00259174,KDDF,,신경,HTT gene(CAG.repeat),바이오/첨단,Gene & Nucleic acids,발굴,주식회사 진코어,Huntington's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",TaRGET system 유전자가위기술 기반 헌팅턴병 유전자치료제 개발
RS-2022-00166787,KDDF,,신경,α-Syn,표적단백질분해(TPD),TPD,발굴,오토텍바이오,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",오토파지 기반 단백질 표적 분해 플랫폼 기술을 활용한 알파시뉴클레인 응집체 분해 파킨슨병 치료제 개발
HN22C0307,KDDF,,신경,GCH1,바이오/첨단,Gene & Nucleic acids,발굴,연세대학교 산학협력단,Neuropatic Pain,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",GCH1 발현 역전을 통한 신경병증성 통증용 바이오의약품 개발
HN21C1266,KDDF,,신경,"Parkin, PGC-1α",바이오/첨단,Other-Bio.,발굴,성균관대학교 산학협력단,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",파킨슨병 치료용 단백질 (Parkin 및 PGC-1α) 세포 내 전달 엑소좀 개발
HN21C1258,KDDF,,신경,α-synuclein,합성/저분자,Small molecules,발굴,한양대학교 산학협력단,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",알파-시누클레인 초기 응집반응 억제 기전의 저분자 화합물을 이용한 파킨슨병 예방 치료제에 대한 선도물질 도출 연구
HN21C1076,KDDF,,신경,"A2 adrenergic, NDRI",합성/저분자,Small molecules,발굴,경희대학교 산학협력단,Major depressive disorder,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",α2 adrenergic 수용체 길항 및 NDRI 특성의 화합물을 이용한 우울증 치료제에 대한 선도물질 도출 연구
RS-2025-25455070,KDDF,,신경,DMPK,바이오/첨단,Gene & Nucleic acids,발굴,주식회사 엔이에스바이오테크놀러지,DM1,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",DM1에 대한 조직 특이적 유전자 편집 치료 의약품의 선도물질 도출
RS-2025-02223267,KDDF,,신경,Fibrin within the thrombus,합성/저분자,Small molecules,발굴,서울대학교 산학협력단,Ischemic stroke,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",급성 뇌경색 정량적 진단 CT 조영제 선도 물질 개발과 뇌경색 환자 맞춤형 치료 및 진단법 도출
RS-2025-02223246,KDDF,,신경,Tau,표적단백질분해(TPD),TPD,발굴,한국화학연구원,Taupathy,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",타우병증 치료제 개발을 위한 타우 표적 분해 ATTEC 선도물질 도출
RS-2024-00463446,KDDF,,신경,Estrogen-related receptor gamma,합성/저분자,Small molecules,발굴,차의과학대학교산학협력단,Parkinson’s disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",ERRγ 타겟 저분자화합물을 이용한 adult neurogenesis 조절 기전의 파킨슨병 치료약 선도물질 도출 연구
RS-2024-00445011,KDDF,,신경,α-synuclein,표적단백질분해(TPD),TPD,발굴,프레이저테라퓨틱스,Parkinson’s disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",SPiDEM 플랫폼 기반 α-Synuclein 병리 단백질 특이적 분해전략을 통한 파킨슨병 치료제 개발
RS-2023-00219269,KDDF,,신경,TAS2R,합성/저분자,Small molecules,발굴,다임바이오 주식회사,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",Novel TAS2R GPCR 타겟의 저분자 화합물을 이용한 신규 파킨슨병 치료제에 대한 선도물질 도출
RS-2022-00167087,KDDF,,신경,TRPV1,바이오/첨단,rProtein,발굴,가천대학교산학협력단,Chronic Pain,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",TRPV1 특이적 결합 펩타이드 설계 및 생산 플랫폼을 활용한 만성통증 치료제 선도물질 개발
HN22C0411,KDDF,,신경,TLR2,바이오/첨단,Gene & Nucleic acids,발굴,(주)시선테라퓨틱스,Parkinson's Disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",TLR2를 표적하는 인공핵산을 이용한 파킨슨병 핵산 치료제에 대한 선도물질 도출
HN22C0017,KDDF,,신경,STMN2,바이오/첨단,Gene & Nucleic acids,발굴,올리패스주식회사,Amyotrophic Lateral Sclerosis,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",엑손스키핑 기전을 이용한 근위축성 측삭경화증(Amyotrophic lateral sclerosis)의 근본적 치료제 개발
HN21C1139,KDDF,,신경,ASK1,합성/저분자,Small molecules,발굴,한국화학연구원,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",파킨슨병 치료제 개발을 위한 ASK1 저해제 선도물질 도출
HN21C0315,KDDF,,신경,4R tau oligomer,합성/저분자,Small molecules,발굴,한국과학기술연구원,"Progressive supranuclear palsy, 4R tauopathies",,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)","진행성 핵상 마비 (PSP) 근원적 치료를 위한, 4R 타우 병증 제어 선도물질 도출"
HN21C1329,KDDF,,신경,MeCP2,바이오/첨단,Gene & Nucleic acids,발굴,알지노믹스 주식회사,Rett syndrome,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",차세대 유효성 평가법을 활용한 RNA 치환기술 기반의 신경발달장애 (Rett syndrome) 치료제 개발
RS-2025-25453249,KDDF,,신경,TAS2R GPCR,합성/저분자,Small molecules,발굴,다임바이오 주식회사,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",Novel TAS2R GPCR 타겟의 파킨슨병 치료제에 대한 비임상후보물질 도출
RS-2025-25449417,KDDF,,신경,Keap1-Nrf2 axis,합성/저분자,Small molecules,발굴,주식회사 스파크바이오파마,Parkinson's Disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",Nrf2 활성화 기전의 저분자 화합물을 이용한 파킨슨병 치료제 후보물질 개발
RS-2025-25444385,KDDF,,신경,FKBP (FK506-binding protein),합성/저분자,Small molecules,발굴,(주)몰젠바이오,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",다중기전의 구조변형 미생물 저분자 파킨슨병 치료제 후보물질 도출
RS-2025-02213938,KDDF,,신경,ASK1,합성/저분자,Small molecules,발굴,나손사이언스(주),Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",ASK1 타겟 저분자 화합물을 이용한 파킨슨병 치료제에 대한 후보물질도출
RS-2025-02213667,KDDF,,신경,AAK1,합성/저분자,Small molecules,발굴,심플렉스 주식회사,Pain,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",신경병증성 통증 치료를 위한 AAK1 억제: 후보 물질 도출
RS-2025-02182973,KDDF,,신경,MMP-9,합성/저분자,Small molecules,발굴,(주)진큐어,Ishemic brain injury,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",MMP-9 억제 타겟의 저분자 화합물을 이용한 뇌혈관장벽과 신경세포 보호기전의 허혈성 뇌손상 치료제 후보물질 개발
RS-2024-00338017,KDDF,,신경,Neuroinflammation,표적단백질분해(TPD),TPD,발굴,주식회사 아이비스바이오,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",신경염증을 타겟하는 molecular glue 파킨슨병 치료제 후보 물질 도출
RS-2023-00283601,KDDF,,신경,HGF/c.Met signaling pathway,바이오/첨단,Gene & Nucleic acids,발굴,주식회사 헬릭스미스,Amyotrophic Lateral Sclerosis,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",ALS 질환의 재생 치료제 개발을 위한 AAV9.HGF 기반 후보물질 확보
RS-2023-00283006,KDDF,,신경,Disclosure after confidentiality agreement,바이오/첨단,Antibody,발굴,(주)메디톡스,Myasthenia gravis,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",중증근무력증 항체 치료제 개발
RS-2023-00282544,KDDF,,신경,MTOR,바이오/첨단,Gene & Nucleic acids,발굴,소바젠주식회사,Pediatric epilepsy,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",MTOR 변이 소아 난치성 뇌전증의 first.in.class RNA 치료제 후보물질 도출
RS-2023-00218770,KDDF,,신경,Zn2+,바이오/첨단,rProtein,발굴,(주)진큐어,Amyotrophic lateral sclerosis,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",저분자 단백질을 이용한 라이소좀 활성화를 기전으로하는 근위축성 측색경화증(ALS) 치료제 후보물질 확보
RS-2022-00167083,KDDF,,신경,astrocyte,바이오/첨단,Gene & Nucleic acids,발굴,주식회사 스탠드업테라퓨티스,Spinal cord injury,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",생체내 직접교차분화를 이용한 척수손상 유전자 치료제 개발
HN21C0655,KDDF,,신경,LRRK2,합성/저분자,Small molecules,발굴,환인제약㈜,Parkinson's disease,,진행중 (국가신약개발사업 협약과제),,,,1.5,"추정(발굴→승인, 업계 통용)",LRRK2를 억제하는 저분자 화합물을 이용한 신경보호 기전의 파킨슨병 치료제 후보물질 도출
RS-2025-25454943,KDDF,,신경,HDAC6,합성/저분자,Small molecules,비임상,(주)종근당,Charco-Marie-Tooth disease,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",HDAC6저해제를 활용한 신경축삭 수송 기능 회복을 통한 CMT치료제 비임상개발
